"         ""UTC_ABS_TIME""",ABS_TIME,ABS_SEC,NA,NA,NA,ACP_T,ACP_P,UN1,UN2,START,END,"       ""X1""","       ""M2""","       ""M3""","       ""M4""","       ""M5""","       ""M6""","       ""M7""","       ""M8""","       ""M9""","      ""M10""","      ""M11""","      ""M12""","      ""M13""","      ""M14""","      ""M15""","      ""M16""","      ""M17""","      ""M18""","      ""M19""","      ""X20""","      ""M20""","      ""M21""","      ""M22""","      ""M23""","      ""M24""","      ""M25""","      ""M26""","      ""M27""","      ""M28""","      ""M29""","      ""M30""","      ""M31""","      ""M32""","      ""M33""","      ""M34""","      ""M35""","      ""M36""","      ""M37""","      ""M38""","      ""M39""","      ""M40""","      ""M41""","      ""M42""","      ""M43""","      ""M44""","      ""M45""","      ""M46""","      ""M47""","      ""M48""","      ""M49""","      ""M50""","      ""M51""","      ""M52""","      ""M53""","      ""M54""","      ""M55""","      ""M56""","      ""M57""","      ""M58""","      ""M59""","      ""M60""","      ""M61""","      ""M62""","      ""M63""","      ""M64""","      ""M65""","      ""M66""","      ""M67""","      ""M68""","      ""M69""","      ""M70""","      ""M71""","      ""M72""","      ""M73""","      ""M74""","      ""M75""","      ""M76""","      ""M77""","      ""M78""","      ""M79""","      ""M80""","      ""M81""","      ""M82""","      ""M83""","      ""M84""","      ""M85""","      ""M86""","      ""M87""","      ""M88""","      ""M89""","      ""M90""","      ""M91""","      ""M92""","      ""M93""","      ""M94""","      ""M95""","      ""M96""","      ""M97""","      ""M98""","      ""M99""","     ""M100""","     ""M101""","     ""M102""","     ""M103""","     ""M104""","     ""M105""","     ""M106""","     ""M107""","     ""M108""","     ""M109""","     ""M110""","     ""M111""","     ""M112""","     ""M113""","     ""M114""","     ""M115""","     ""M116""","     ""M117""","     ""M118""","     ""M119""","     ""M120""","     ""M121""","     ""M122""","     ""M123""","     ""M124""","     ""M125""","     ""M126""","     ""M127""","     ""M128""","     ""M129""","     ""M130""","     ""M131""","     ""M132""","     ""M133""","     ""M134""","     ""M135""","     ""M136""","     ""M137""","     ""M138""","     ""M139""","     ""M140""","     ""M141""","      ""T1A""","      ""T1B""","      ""T1C""","      ""T2A""","      ""T2B""","      ""T2C""","      ""T3A""","      ""T3B""","      ""T3C""","      ""T4A""","      ""T4B""","      ""T4C""","      ""T5A""","      ""T5B""","      ""T5C""",SEQ_CNTR,"  ""GCMS_GMT""",GCMS_DATE,"   ""GCMS_TIME""",AB,SUBSWP,SCN_CNT,"  ""MET_TIME"""
2005-01-14T10:15:26.556,8638579,3905.797,0,0,0,38.44,0.2578,0,0,2,141,5879.7,4355.4,0,0,0,0,0,0,0,0,0,653.3,4790.9,42682.9,183144.5,237151.5,2395.4,0,0,0,0,0,0,0,0,0,217.7,2613.2,658754.3,11541.8,209277,0,0,0,0,0,0,0,0,0,1306.6,0,0,435.5,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,217.7,147212.5,147212.5,158754.3,251742.1,251742.1,237151.5,0,0,0,61984,1160130.515, 2005-01-14, T10:15:30.514,   B,128,205,90305.79688
2005-01-14T10:15:28.385,8638696,3907.625,0,0,0,38.44,0.2578,0,0,2,141,3919.8,4573.1,0,0,0,0,0,0,0,0,0,1524.3,3702,31358.8,158754.3,209277,1524.3,0,653.3,435.5,0,0,0,0,0,0,217.7,2395.4,348432,12630.6,421602.7,0,0,0,0,0,0,0,0,0,435.5,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.5,0,0,158754.3,147212.5,158754.3,251742.1,251742.1,251742.1,0,0,0,61986,1160132.515, 2005-01-14, T10:15:32.514,   B,128,207,90307.625
2005-01-14T10:15:30.260,8638816,3909.5,0,0,0,38.44,0.2578,0,0,2,141,1959.9,4573.1,0,217.7,0,0,0,0,0,0,0,435.5,4790.9,26350.1,115200.3,158754.3,1524.3,0,0,0,0,0,0,0,0,0,0,1088.8,348432,8493,331228.2,0,0,0,0,0,0,0,0,0,435.5,0,0,0,435.5,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,158754.3,147212.5,158754.3,251742.1,251742.1,251742.1,0,0,0,61988,1160134.64, 2005-01-14, T10:15:34.639,   B,128,209,90309.5
2005-01-14T10:15:32.134,8638936,3911.375,0,0,0,38.44,0.2578,0,0,2,141,3484.3,3919.8,0,0,0,0,0,0,0,0,0,0,1742.1,25696.8,115200.3,136106.2,2395.4,0,0,217.7,0,0,0,0,0,0,0,1742.1,314459.9,11106.2,331228.2,0,0,0,0,0,0,0,0,0,1959.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,435.5,217.7,158754.3,147212.5,147212.5,251742.1,237151.5,251742.1,0,0,0,61990,1160136.64, 2005-01-14, T10:15:36.639,   B,128,211,90311.375
2005-01-14T10:15:34.009,8639056,3913.25,0,0,0,38.44,0.2578,0,0,2,141,2613.2,2395.4,0,0,0,0,0,0,0,0,0,435.5,1088.8,9581.8,96036.5,115200.3,435.5,0,217.7,0,0,0,0,0,0,0,0,435.5,147212.5,4355.4,460801.3,0,0,0,0,0,0,0,0,0,1306.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,147212.5,158754.3,147212.5,251742.1,237151.5,251742.1,0,0,0,61991,1160138.015, 2005-01-14, T10:15:38.014,   B,128,213,90313.25
2005-01-14T10:15:35.884,8639176,3915.125,0,0,0,38.63,0.4055,0,0,2,141,3266.5,3266.5,0,0,0,0,0,0,0,0,0,1088.8,2395.4,18510.4,78614.9,78614.9,1524.3,0,0,0,435.5,0,0,0,0,0,0,217.7,158754.3,5662,384146.3,0,0,0,0,0,0,0,0,0,653.3,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,147212.5,136106.2,147212.5,237151.5,251742.1,251742.1,0,0,0,61994,1160141.014, 2005-01-14, T10:15:41.013,   B,128,215,90315.125
2005-01-14T10:15:37.744,8639295,3916.984,0,0,0,38.63,0.4055,0,0,2,141,2395.4,1742.1,0,0,0,0,0,0,0,0,0,217.7,2613.2,10235.1,70557.4,70557.4,435.5,217.7,217.7,0,0,0,0,0,0,0,0,871,158754.3,7404.1,348432,0,0,0,0,0,0,0,217.7,0,435.5,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,217.7,158754.3,147212.5,147212.5,266768.2,251742.1,251742.1,0,0,0,61996,1160143.265, 2005-01-14, T10:15:43.264,   B,128,217,90316.98438
2005-01-14T10:15:39.619,8639415,3918.859,0,0,0,38.63,0.4055,0,0,2,141,2177.7,1088.8,0,0,0,0,0,0,0,0,0,217.7,653.3,4573.1,62935.5,55749.1,435.5,0,0,0,0,0,0,0,0,0,0,0,78614.9,3702,402656.7,0,0,0,0,0,0,0,0,0,1088.8,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147212.5,147212.5,147212.5,237151.5,251742.1,237151.5,0,0,0,61998,1160145.264, 2005-01-14, T10:15:45.263,   B,128,219,90318.85938
2005-01-14T10:15:41.634,8639544,3920.875,0,0,0,38.63,0.4055,0,0,2,141,653.3,1742.1,0,0,0,0,0,0,0,0,0,0,871,10017.4,48998.2,42682.9,217.7,0,217.7,0,0,0,0,0,0,0,0,435.5,78614.9,5444.2,366071.4,0,0,0,0,0,0,0,0,0,1742.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147212.5,158754.3,147212.5,251742.1,251742.1,251742.1,0,0,0,61999,1160146.514, 2005-01-14, T10:15:46.513,   B,128,221,90320.875
2005-01-14T10:15:43.447,8639660,3922.688,0,0,0,38.63,0.4055,0,0,2,141,3266.5,2831,0,0,0,0,0,0,0,0,0,653.3,217.7,7404.1,48998.2,42682.9,871,0,217.7,0,217.7,0,0,0,0,0,0,0,87108,6315.3,366071.4,0,0,0,0,0,0,0,0,0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,217.7,0,0,0,158754.3,147212.5,147212.5,251742.1,251742.1,251742.1,0,0,0,62001,1160148.515, 2005-01-14, T10:15:48.514,   B,128,223,90322.6875
2005-01-14T10:15:45.322,8639780,3924.563,0,0,0,38.63,0.4055,0,0,2,141,1306.6,1742.1,0,0,0,0,0,0,0,0,0,653.3,217.7,5008.7,42682.9,36803.1,217.7,0,0,0,0,0,0,0,0,0,0,217.7,48998.2,3702,384146.3,0,0,0,0,0,0,0,0,0,435.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,217.7,0,147212.5,147212.5,158754.3,237151.5,251742.1,237151.5,0,0,0,62002,1160149.514, 2005-01-14, T10:15:49.513,   B,128,225,90324.5625
2005-01-14T10:15:47.197,8639900,3926.438,0,0,0,38.63,0.4055,0,0,2,141,653.3,653.3,0,0,0,0,0,0,0,0,0,435.5,435.5,5008.7,36803.1,25479,871,0,0,0,0,0,0,0,0,0,0,217.7,55749.1,6750.8,384146.3,217.7,0,0,0,0,0,0,0,0,217.7,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,158754.3,158754.3,147212.5,251742.1,237151.5,251742.1,0,0,0,62004,1160151.639, 2005-01-14, T10:15:51.638,   B,128,227,90326.4375
2005-01-14T10:15:49.056,8640019,3928.297,0,0,0,38.63,0.4055,0,0,2,141,1742.1,2177.7,0,0,0,0,0,0,0,0,0,0,217.7,4573.1,36803.1,26350.1,435.5,0,0,217.7,0,0,0,0,0,0,0,217.7,55749.1,3266.5,384146.3,435.5,0,0,0,0,0,0,0,0,653.3,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,217.7,147212.5,147212.5,158754.3,251742.1,251742.1,251742.1,0,0,0,62006,1160154.014, 2005-01-14, T10:15:54.013,   B,128,229,90328.29688
2005-01-14T10:15:50.931,8640139,3930.172,0,0,0,38.63,0.4055,0,0,2,141,1306.6,1524.3,0,0,0,0,0,0,0,0,0,0,435.5,4790.9,31358.8,25914.6,653.3,0,0,0,0,0,0,0,0,0,217.7,435.5,36803.1,3484.3,366071.4,217.7,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,217.7,0,0,158754.3,147212.5,147212.5,237151.5,251742.1,237151.5,0,0,0,62008,1160156.014, 2005-01-14, T10:15:56.013,   B,128,231,90330.17188
2005-01-14T10:15:52.806,8640259,3932.047,0,0,0,38.63,0.4055,0,0,2,141,1306.6,1088.8,0,0,0,0,0,0,0,0,0,0,435.5,1524.3,42682.9,22430.3,435.5,0,217.7,0,0,0,0,0,0,0,435.5,0,42682.9,5226.4,366071.4,0,0,0,0,0,0,0,0,0,653.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,217.7,158754.3,158754.3,147212.5,251742.1,237151.5,237151.5,0,0,0,62010,1160158.139, 2005-01-14, T10:15:58.138,   B,128,233,90332.04688
